age,age_cat,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,two_year_recid,length_of_stay,label
33,25 - 45,Male,Other,3,1,F,0,0,0,0,1
39,25 - 45,Male,Other,4,30,F,1,0,1,0,0
49,Greater than 45,Male,Caucasian,4,11,F,0,0,0,5,0
24,Less than 25,Male,Caucasian,0,1,F,0,0,0,18,0
26,25 - 45,Male,African-American,1,0,F,0,0,0,1,1
42,25 - 45,Male,Caucasian,0,1,F,0,0,0,1,0
22,Less than 25,Male,African-American,1,1,F,1,0,1,6,0
36,25 - 45,Male,Hispanic,0,0,F,0,0,0,0,0
29,25 - 45,Male,Caucasian,7,1,M,1,1,1,27,1
39,25 - 45,Male,Caucasian,0,0,M,0,0,0,18,0
27,25 - 45,Male,African-American,13,0,F,1,0,1,14,0
38,25 - 45,Male,Caucasian,2,1,F,1,0,1,7,0
20,Less than 25,Male,Caucasian,0,1,F,1,0,1,3,0
25,25 - 45,Male,African-American,4,1,F,1,0,1,86,1
53,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
27,25 - 45,Female,African-American,0,1,M,1,0,1,6,1
21,Less than 25,Male,Other,0,1,F,1,1,1,6,0
50,Greater than 45,Male,Caucasian,1,1,M,1,0,1,5,0
41,25 - 45,Male,African-American,4,1,F,0,0,0,0,0
34,25 - 45,Male,African-American,4,378,F,1,1,1,530,0
22,Less than 25,Male,Caucasian,5,2,F,1,1,1,4,1
22,Less than 25,Male,Caucasian,0,1,F,1,1,1,2,1
25,25 - 45,Male,African-American,2,1,F,0,0,0,26,0
42,25 - 45,Male,African-American,1,1,F,1,0,1,1,0
27,25 - 45,Female,Caucasian,2,34,F,0,0,0,1,0
51,Greater than 45,Male,Other,2,1,F,0,0,0,1,0
33,25 - 45,Male,African-American,23,525,F,1,0,1,369,1
24,Less than 25,Male,African-American,0,0,F,0,0,0,1,0
37,25 - 45,Male,African-American,4,0,F,0,0,0,92,0
37,25 - 45,Male,Caucasian,0,3,M,0,0,0,0,0
27,25 - 45,Female,Other,0,1,M,0,0,0,0,0
21,Less than 25,Male,Other,0,1,F,0,0,0,5,0
35,25 - 45,Male,African-American,1,0,F,1,1,1,1,0
24,Less than 25,Female,Caucasian,0,1,F,0,0,0,36,1
21,Less than 25,Male,Other,1,1,F,0,0,0,0,1
49,Greater than 45,Male,Caucasian,2,1,M,0,0,0,1,0
38,25 - 45,Male,African-American,9,5,F,0,0,0,2,0
61,Greater than 45,Male,Other,0,1,M,0,0,0,0,0
30,25 - 45,Female,African-American,0,0,M,0,0,0,0,0
22,Less than 25,Male,African-American,3,1,F,1,1,0,128,0
25,25 - 45,Male,African-American,0,1,F,1,0,1,1,1
30,25 - 45,Female,Hispanic,3,1,M,1,0,1,1,0
52,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
26,25 - 45,Male,Caucasian,0,1,F,0,0,0,0,0
26,25 - 45,Male,Other,0,1,M,0,0,0,1,0
29,25 - 45,Male,African-American,6,55,F,0,0,0,0,1
45,Greater than 45,Male,Caucasian,9,1,F,1,0,1,54,1
20,Less than 25,Male,African-American,0,1,F,1,0,1,0,1
29,25 - 45,Male,African-American,4,1,F,1,1,0,80,1
43,25 - 45,Male,Caucasian,1,1,F,1,0,1,69,0
26,25 - 45,Male,Caucasian,2,1,F,0,0,0,0,0
46,Greater than 45,Female,African-American,4,1,F,0,0,0,0,0
46,Greater than 45,Female,African-American,0,1,F,0,0,0,1,0
39,25 - 45,Male,Caucasian,8,56,F,0,0,0,1,0
29,25 - 45,Male,African-American,12,1,F,1,1,1,5,1
41,25 - 45,Male,Caucasian,0,0,M,0,0,0,1,0
29,25 - 45,Male,African-American,11,65,F,1,0,1,19,1
25,25 - 45,Female,African-American,5,1,F,0,0,0,0,1
23,Less than 25,Male,African-American,2,1,F,0,0,0,18,1
46,Greater than 45,Female,African-American,1,51,F,1,0,1,55,1
30,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
34,25 - 45,Male,Caucasian,1,1,F,0,0,0,2,0
70,Greater than 45,Male,Caucasian,11,13,F,1,0,1,12,0
52,Greater than 45,Male,Caucasian,2,1,F,0,0,0,1,0
51,Greater than 45,Male,African-American,4,26,M,1,0,0,7,0
45,Greater than 45,Female,Native American,15,1,F,1,0,1,1,1
55,Greater than 45,Male,African-American,21,0,F,1,0,1,85,0
49,Greater than 45,Female,Caucasian,1,1,F,0,0,0,1,0
26,25 - 45,Female,African-American,9,404,M,1,1,1,1,0
47,Greater than 45,Female,Caucasian,0,0,F,0,0,0,0,0
27,25 - 45,Male,African-American,0,0,M,0,0,0,1,0
25,25 - 45,Male,Caucasian,5,3,M,1,0,1,0,1
21,Less than 25,Male,African-American,1,0,F,1,0,1,59,1
37,25 - 45,Male,African-American,26,1,F,1,0,1,1,1
21,Less than 25,Male,African-American,1,1,F,1,0,1,49,1
21,Less than 25,Male,African-American,0,2,F,0,0,0,1,0
25,25 - 45,Male,African-American,4,0,F,1,0,1,0,1
27,25 - 45,Female,African-American,3,1,F,1,0,1,1,0
30,25 - 45,Male,Caucasian,3,1,F,1,1,1,12,0
70,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
37,25 - 45,Male,Caucasian,11,1,F,1,0,1,0,1
46,Greater than 45,Male,African-American,5,0,F,1,0,1,2,0
40,25 - 45,Male,Other,4,1,M,1,0,1,2,0
20,Less than 25,Male,African-American,1,427,F,1,0,1,217,1
43,25 - 45,Male,African-American,18,1,F,1,0,1,9,0
38,25 - 45,Male,African-American,15,0,F,0,0,0,55,0
29,25 - 45,Male,African-American,0,0,F,0,0,0,0,0
37,25 - 45,Male,African-American,8,0,M,1,0,1,1,0
38,25 - 45,Male,Hispanic,3,21,F,0,0,0,0,0
27,25 - 45,Female,Caucasian,0,4,F,0,0,0,0,0
20,Less than 25,Female,Other,0,0,M,1,0,1,10,0
44,25 - 45,Male,Hispanic,0,0,M,0,0,0,0,0
31,25 - 45,Male,Caucasian,6,1,M,0,0,0,1,0
29,25 - 45,Male,African-American,3,1,F,1,0,1,1,0
48,Greater than 45,Male,Caucasian,13,96,F,1,0,1,74,1
30,25 - 45,Female,African-American,0,1,M,0,0,0,0,0
25,25 - 45,Female,Caucasian,2,25,F,1,0,1,11,0
40,25 - 45,Male,African-American,3,1,F,0,0,0,1,0
49,Greater than 45,Female,Caucasian,3,1025,F,1,0,0,1,0
33,25 - 45,Male,Caucasian,1,0,M,0,0,0,1,0
26,25 - 45,Male,Caucasian,5,1,F,1,0,1,1,0
31,25 - 45,Male,Hispanic,1,0,M,0,0,0,1,0
61,Greater than 45,Male,Caucasian,1,1,M,0,0,0,0,0
30,25 - 45,Male,Caucasian,2,1,F,0,0,0,0,0
62,Greater than 45,Male,Caucasian,0,1,M,0,0,0,2,0
27,25 - 45,Female,Caucasian,4,8,M,1,0,1,54,1
48,Greater than 45,Male,Caucasian,9,1,F,0,0,0,1,0
40,25 - 45,Female,Caucasian,0,1,F,0,0,0,1,0
24,Less than 25,Male,Caucasian,0,1,F,0,0,0,2,0
22,Less than 25,Male,African-American,0,1,F,1,0,1,1,0
30,25 - 45,Male,African-American,4,1,M,1,0,1,15,1
63,Greater than 45,Male,Caucasian,0,0,M,0,0,0,0,0
46,Greater than 45,Male,Hispanic,0,1,M,0,0,0,0,0
33,25 - 45,Male,African-American,4,1,F,0,0,0,1,1
21,Less than 25,Female,African-American,1,81,F,1,1,1,0,0
43,25 - 45,Male,Caucasian,0,5,M,1,0,1,1,0
26,25 - 45,Male,African-American,3,0,F,1,0,1,33,1
51,Greater than 45,Male,African-American,1,17,F,0,0,0,7,0
39,25 - 45,Male,Caucasian,3,1,F,1,1,1,1,0
30,25 - 45,Female,Hispanic,0,1,M,1,0,1,1,0
32,25 - 45,Male,African-American,14,1,F,1,0,1,1,1
22,Less than 25,Male,African-American,0,2,M,0,0,0,0,0
59,Greater than 45,Male,Caucasian,0,1,F,0,0,0,0,0
38,25 - 45,Male,African-American,37,1,M,1,1,1,30,1
23,Less than 25,Male,African-American,2,0,F,0,0,0,237,0
42,25 - 45,Male,African-American,0,0,M,1,0,1,1,0
20,Less than 25,Male,African-American,1,37,F,1,1,1,15,0
38,25 - 45,Male,African-American,2,0,F,1,1,1,192,1
34,25 - 45,Female,Caucasian,2,1,F,0,0,0,1,0
36,25 - 45,Female,African-American,7,1,F,1,0,1,2,0
35,25 - 45,Male,Caucasian,7,86,F,1,0,1,76,0
36,25 - 45,Male,African-American,0,1,M,1,0,1,1,0
31,25 - 45,Male,African-American,1,14,F,0,0,0,13,0
28,25 - 45,Female,African-American,3,1,F,1,0,1,4,0
28,25 - 45,Male,African-American,1,0,F,1,0,1,0,0
60,Greater than 45,Male,Caucasian,3,120,F,0,0,0,120,0
43,25 - 45,Male,African-American,0,1,F,0,0,0,1,0
40,25 - 45,Male,African-American,1,1,F,0,0,0,1,0
31,25 - 45,Male,African-American,15,1,F,1,0,1,2,1
54,Greater than 45,Male,African-American,6,1,F,1,0,1,13,1
26,25 - 45,Male,African-American,1,1,F,0,0,0,0,0
24,Less than 25,Male,African-American,17,1,F,1,0,1,130,1
41,25 - 45,Male,Hispanic,0,3,F,1,0,1,1,0
21,Less than 25,Male,African-American,1,1,F,1,0,1,242,1
29,25 - 45,Female,Hispanic,1,1,F,1,0,1,1,0
22,Less than 25,Male,African-American,0,1,F,0,0,0,0,0
52,Greater than 45,Male,Hispanic,9,1,F,1,0,1,33,1
40,25 - 45,Female,Other,0,1,F,0,0,0,1,0
37,25 - 45,Female,Caucasian,0,1,F,0,0,0,0,0
21,Less than 25,Male,Other,1,982,F,0,0,0,5,0
45,Greater than 45,Female,African-American,1,1,F,0,0,0,6,0
29,25 - 45,Male,African-American,1,0,M,1,0,1,0,0
46,Greater than 45,Male,African-American,10,1,F,1,0,1,9,0
21,Less than 25,Male,Caucasian,1,1,F,0,0,0,12,1
50,Greater than 45,Male,African-American,7,1,M,0,0,0,0,1
35,25 - 45,Male,Caucasian,6,10,F,1,1,1,1,0
52,Greater than 45,Male,African-American,1,1,M,1,1,1,70,0
48,Greater than 45,Male,Caucasian,0,0,M,0,0,0,0,0
29,25 - 45,Female,African-American,9,1,M,1,0,1,214,1
48,Greater than 45,Male,Caucasian,0,1,M,0,0,0,1,0
31,25 - 45,Male,African-American,10,8,F,1,0,1,8,0
21,Less than 25,Male,Caucasian,3,1,F,1,0,1,127,1
32,25 - 45,Male,Other,0,0,F,1,0,1,22,0
47,Greater than 45,Male,African-American,0,1,M,0,0,0,3,0
62,Greater than 45,Male,African-American,1,1,M,0,0,0,0,1
21,Less than 25,Male,African-American,3,1,F,1,0,1,0,1
35,25 - 45,Male,African-American,13,1,F,0,0,0,0,1
46,Greater than 45,Male,African-American,3,22,M,1,0,1,20,0
34,25 - 45,Male,African-American,5,1,F,1,0,1,5,0
52,Greater than 45,Male,African-American,2,5,F,0,0,0,3,0
39,25 - 45,Female,African-American,7,114,F,0,0,0,178,0
21,Less than 25,Male,Caucasian,0,1,M,1,1,1,9,1
53,Greater than 45,Male,Caucasian,1,2,M,0,0,0,1,0
19,Less than 25,Female,Caucasian,0,1,F,1,0,1,1,0
22,Less than 25,Male,African-American,0,1,M,0,0,0,2,0
45,Greater than 45,Male,African-American,1,1,F,0,0,0,2,0
27,25 - 45,Female,Caucasian,0,1,F,0,0,0,1,0
25,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
30,25 - 45,Male,Caucasian,0,0,F,1,0,1,1,0
31,25 - 45,Male,African-American,2,0,F,1,0,1,1,0
28,25 - 45,Male,Caucasian,3,1,F,0,0,0,1,0
36,25 - 45,Male,African-American,3,1,M,1,1,1,2,0
27,25 - 45,Male,African-American,7,1,F,1,0,1,10,0
42,25 - 45,Male,African-American,1,0,F,0,0,0,0,0
35,25 - 45,Male,Caucasian,0,0,F,1,0,1,40,0
33,25 - 45,Female,Caucasian,2,29,F,0,0,0,0,0
24,Less than 25,Male,Hispanic,6,1,F,1,0,1,218,1
25,25 - 45,Male,African-American,21,14,F,1,0,1,2,1
42,25 - 45,Female,Caucasian,0,1,M,0,0,0,1,0
21,Less than 25,Male,African-American,0,1,F,1,0,1,3,0
28,25 - 45,Female,African-American,0,0,M,0,0,0,0,0
27,25 - 45,Male,African-American,25,18,F,1,1,1,40,1
21,Less than 25,Female,Caucasian,0,1,F,0,0,0,2,0
26,25 - 45,Male,Caucasian,0,0,M,1,0,1,5,0
36,25 - 45,Male,Caucasian,0,1,F,0,0,0,0,0
23,Less than 25,Male,African-American,1,237,M,1,0,1,0,1
49,Greater than 45,Male,Caucasian,0,1,F,1,0,1,1,1
29,25 - 45,Male,African-American,11,68,F,1,0,1,65,1
44,25 - 45,Male,Caucasian,0,1,F,1,0,1,1,0
28,25 - 45,Male,Caucasian,1,25,M,0,0,0,24,0
27,25 - 45,Male,African-American,2,530,M,1,0,1,0,0
35,25 - 45,Female,African-American,12,2,F,1,0,1,0,1
36,25 - 45,Male,African-American,19,544,M,1,0,1,0,1
46,Greater than 45,Male,Caucasian,2,266,M,0,0,0,45,0
34,25 - 45,Male,African-American,3,1,F,0,0,0,0,0
45,Greater than 45,Male,African-American,15,1,F,1,0,1,0,0
28,25 - 45,Male,African-American,9,1,F,1,0,1,16,0
25,25 - 45,Female,African-American,1,1,F,0,0,0,4,0
21,Less than 25,Male,African-American,1,0,M,1,1,0,0,1
48,Greater than 45,Male,African-American,1,1,F,0,0,0,0,0
37,25 - 45,Male,Caucasian,1,1,M,0,0,0,0,0
24,Less than 25,Male,African-American,3,3,F,1,0,1,0,0
37,25 - 45,Male,Caucasian,1,1,M,1,1,1,1,0
39,25 - 45,Male,Caucasian,1,3,F,0,0,0,0,0
24,Less than 25,Male,Caucasian,1,1,F,1,0,1,21,0
49,Greater than 45,Male,Other,2,1,F,0,0,0,0,0
35,25 - 45,Male,African-American,3,1,F,1,1,1,0,1
23,Less than 25,Male,African-American,1,1,F,1,0,1,1,0
36,25 - 45,Male,Caucasian,4,123,F,1,0,1,8,0
43,25 - 45,Male,Caucasian,5,1,F,0,0,0,0,0
28,25 - 45,Male,African-American,6,1,M,1,0,1,1,1
21,Less than 25,Female,African-American,4,122,F,1,0,1,54,1
53,Greater than 45,Male,African-American,1,1,M,0,0,0,0,0
27,25 - 45,Female,African-American,2,14,M,1,0,1,1,0
39,25 - 45,Male,Caucasian,0,1,M,0,0,0,2,0
47,Greater than 45,Male,African-American,22,1,F,1,0,1,1,1
28,25 - 45,Male,African-American,4,1,F,1,0,1,2,0
49,Greater than 45,Male,Caucasian,7,1,F,0,0,0,0,0
36,25 - 45,Male,Caucasian,2,4,F,0,0,0,0,0
24,Less than 25,Female,African-American,1,1,F,0,0,0,3,1
35,25 - 45,Male,Hispanic,0,1,M,0,0,0,1,0
23,Less than 25,Male,African-American,3,0,F,0,0,0,1,1
26,25 - 45,Male,African-American,2,1,F,0,0,0,1,0
31,25 - 45,Male,African-American,7,1,F,1,0,1,54,0
30,25 - 45,Female,African-American,14,0,F,1,1,1,5,1
25,25 - 45,Male,Caucasian,2,0,M,0,0,0,1,0
24,Less than 25,Male,African-American,6,0,F,1,0,1,1,1
34,25 - 45,Male,Hispanic,1,1,F,1,0,1,0,0
26,25 - 45,Male,African-American,2,29,M,0,0,0,28,0
26,25 - 45,Male,African-American,7,49,M,0,0,0,0,1
60,Greater than 45,Male,Hispanic,0,1,F,0,0,0,1,0
20,Less than 25,Female,African-American,0,1,F,0,0,0,0,0
36,25 - 45,Male,Caucasian,10,92,M,1,0,1,84,1
23,Less than 25,Male,Caucasian,0,0,F,0,0,0,0,0
26,25 - 45,Male,African-American,5,1,F,1,1,1,6,1
40,25 - 45,Male,Caucasian,4,0,M,0,0,0,1,0
28,25 - 45,Male,Other,1,1,F,1,1,1,1,0
49,Greater than 45,Male,Hispanic,1,1,F,1,0,1,5,0
46,Greater than 45,Male,African-American,8,400,F,1,0,1,279,0
19,Less than 25,Male,African-American,1,0,F,1,0,1,1,1
53,Greater than 45,Male,Caucasian,1,12,F,0,0,0,11,0
56,Greater than 45,Male,Caucasian,5,45,F,0,0,0,8,0
24,Less than 25,Female,African-American,0,1,F,0,0,0,0,0
31,25 - 45,Male,Hispanic,0,5,F,0,0,0,1,0
33,25 - 45,Female,Caucasian,2,1,F,0,0,0,1,0
26,25 - 45,Male,Caucasian,8,1,F,1,1,1,41,1
56,Greater than 45,Male,Caucasian,1,65,M,0,0,0,2,0
32,25 - 45,Male,Caucasian,2,1,F,0,0,0,0,0
25,25 - 45,Male,Caucasian,0,0,F,1,1,1,3,0
21,Less than 25,Male,African-American,1,1,F,0,0,0,0,0
38,25 - 45,Male,African-American,3,0,F,0,0,0,1,0
23,Less than 25,Male,Caucasian,0,4,F,1,0,0,1,0
67,Greater than 45,Male,African-American,4,1,M,0,0,0,0,0
20,Less than 25,Male,Caucasian,0,1,F,1,1,1,8,0
39,25 - 45,Female,Caucasian,4,2,F,1,0,1,1,0
24,Less than 25,Male,African-American,1,1,F,1,1,1,6,0
23,Less than 25,Male,Hispanic,0,0,F,0,0,0,0,0
49,Greater than 45,Male,African-American,3,1,F,0,0,0,0,0
31,25 - 45,Male,African-American,7,1,F,1,0,1,77,1
20,Less than 25,Male,African-American,1,26,F,1,0,1,16,0
28,25 - 45,Male,Caucasian,0,0,M,0,0,0,13,0
67,Greater than 45,Male,Caucasian,3,1,F,0,0,0,1,0
33,25 - 45,Male,Hispanic,0,0,F,0,0,0,1,0
20,Less than 25,Male,Hispanic,1,189,F,1,0,1,0,1
40,25 - 45,Male,Caucasian,4,80,F,0,0,0,78,0
52,Greater than 45,Male,African-American,0,1,F,0,0,0,0,0
45,Greater than 45,Male,African-American,17,1,F,1,0,1,46,1
27,25 - 45,Male,African-American,8,1,F,1,0,1,1,1
22,Less than 25,Male,Caucasian,1,1,F,0,0,0,1,1
36,25 - 45,Male,Caucasian,9,42,F,0,0,0,0,1
40,25 - 45,Male,Caucasian,0,1,M,1,1,1,0,0
30,25 - 45,Male,Caucasian,1,0,M,1,1,1,0,1
42,25 - 45,Male,African-American,1,1,F,0,0,0,0,0
24,Less than 25,Male,African-American,2,0,F,1,0,1,1,0
46,Greater than 45,Male,Caucasian,4,5,F,0,0,0,2,0
38,25 - 45,Male,African-American,4,0,F,0,0,0,1,0
39,25 - 45,Male,Hispanic,2,113,F,1,1,1,104,0
32,25 - 45,Female,Hispanic,0,1,M,1,0,1,7,0
26,25 - 45,Male,Caucasian,0,1,M,0,0,0,1,0
54,Greater than 45,Male,Caucasian,1,1,M,1,0,1,1,0
27,25 - 45,Male,Hispanic,2,10,F,0,0,0,10,0
61,Greater than 45,Male,Caucasian,1,0,F,0,0,0,1,0
51,Greater than 45,Male,African-American,1,1,M,1,0,1,0,0
57,Greater than 45,Male,Caucasian,0,0,F,0,0,0,27,0
24,Less than 25,Male,Caucasian,3,1,M,1,1,1,1,0
34,25 - 45,Male,African-American,1,1,F,0,0,0,0,0
27,25 - 45,Male,Hispanic,1,1,F,0,0,0,1,0
28,25 - 45,Female,African-American,10,15,M,1,0,1,3,1
35,25 - 45,Male,African-American,10,0,M,1,1,1,0,1
30,25 - 45,Male,African-American,6,0,F,1,0,1,1,0
53,Greater than 45,Male,Other,1,733,F,0,0,0,5,0
44,25 - 45,Male,African-American,0,1,F,0,0,0,1,0
57,Greater than 45,Male,Caucasian,3,1,M,1,0,1,0,0
61,Greater than 45,Male,Caucasian,10,1,F,0,0,0,22,0
26,25 - 45,Male,African-American,1,1,F,1,0,1,0,1
48,Greater than 45,Male,African-American,10,1,F,1,0,1,4,1
42,25 - 45,Male,African-American,4,0,M,0,0,0,0,0
38,25 - 45,Male,Caucasian,10,1,F,1,0,1,0,1
39,25 - 45,Male,African-American,4,32,F,0,0,0,6,0
53,Greater than 45,Female,Caucasian,0,1,M,0,0,0,0,0
26,25 - 45,Male,African-American,3,1,M,1,0,0,1,1
22,Less than 25,Male,African-American,1,1,F,1,0,1,0,1
50,Greater than 45,Male,Caucasian,0,1,F,0,0,0,30,1
44,25 - 45,Male,Caucasian,16,1,M,0,0,0,81,1
24,Less than 25,Male,African-American,4,1,F,1,1,1,1,0
21,Less than 25,Male,African-American,0,1,F,1,0,1,1,1
50,Greater than 45,Male,Caucasian,0,0,F,0,0,0,2,0
36,25 - 45,Female,Caucasian,0,0,M,0,0,0,1,0
39,25 - 45,Male,Caucasian,0,1,F,0,0,0,54,0
24,Less than 25,Female,African-American,2,729,F,0,0,0,13,0
54,Greater than 45,Female,African-American,7,1,F,0,0,0,18,0
29,25 - 45,Male,African-American,0,0,M,0,0,0,0,0
26,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
41,25 - 45,Male,African-American,3,1,F,1,0,1,1,0
23,Less than 25,Male,African-American,1,1,F,1,0,1,2,0
34,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
31,25 - 45,Male,Caucasian,11,0,F,1,0,1,11,1
20,Less than 25,Male,African-American,0,1,F,0,0,0,1,0
49,Greater than 45,Male,African-American,10,1,F,1,0,1,43,0
26,25 - 45,Male,African-American,4,0,F,1,1,1,0,1
28,25 - 45,Male,African-American,1,1,F,1,0,1,0,0
26,25 - 45,Male,African-American,0,1,F,0,0,0,0,0
55,Greater than 45,Male,African-American,1,1,F,0,0,0,0,0
22,Less than 25,Male,African-American,0,1,M,0,0,0,2,1
26,25 - 45,Female,African-American,0,1,M,0,0,0,1,0
56,Greater than 45,Male,Other,0,0,M,0,0,0,1,0
66,Greater than 45,Male,Caucasian,1,331,F,0,0,0,167,0
46,Greater than 45,Male,Other,2,1,F,0,0,0,1,0
58,Greater than 45,Male,African-American,16,1,F,1,0,1,68,0
28,25 - 45,Male,African-American,4,1,F,0,0,0,29,1
33,25 - 45,Male,African-American,8,1,F,1,0,0,1,0
31,25 - 45,Female,African-American,0,1,M,0,0,0,0,0
26,25 - 45,Male,African-American,1,0,M,0,0,0,0,0
35,25 - 45,Male,African-American,4,1,M,0,0,0,0,0
41,25 - 45,Female,Caucasian,12,45,F,1,1,1,10,1
34,25 - 45,Male,Caucasian,0,1,M,0,0,0,0,0
33,25 - 45,Male,Other,0,1,F,0,0,0,1,0
32,25 - 45,Female,African-American,0,1,F,0,0,0,0,0
37,25 - 45,Male,African-American,9,0,F,1,1,1,1,0
50,Greater than 45,Male,African-American,1,22,F,0,0,0,0,0
35,25 - 45,Male,Caucasian,1,1,F,0,0,0,2,0
47,Greater than 45,Female,Caucasian,0,6,M,1,0,1,4,0
52,Greater than 45,Female,African-American,8,1,F,0,0,0,43,1
26,25 - 45,Male,African-American,5,1,F,1,1,1,6,1
36,25 - 45,Male,African-American,1,1,M,1,1,1,0,1
45,Greater than 45,Male,African-American,13,1,F,1,0,1,0,0
19,Less than 25,Male,Other,0,1,M,1,1,1,1,1
41,25 - 45,Male,African-American,8,1,F,1,0,1,1,0
24,Less than 25,Male,African-American,0,0,M,0,0,0,1,0
21,Less than 25,Male,African-American,1,1,F,1,0,0,1,1
54,Greater than 45,Male,Caucasian,0,1,M,0,0,0,0,0
49,Greater than 45,Male,Caucasian,0,1,F,0,0,0,73,0
42,25 - 45,Male,Caucasian,1,0,F,0,0,0,292,0
21,Less than 25,Male,African-American,1,0,F,1,0,1,1,0
61,Greater than 45,Male,African-American,30,56,F,0,0,0,49,0
46,Greater than 45,Male,Caucasian,5,0,F,1,0,1,1,1
74,Greater than 45,Male,Caucasian,0,0,M,0,0,0,0,0
38,25 - 45,Female,Hispanic,0,0,F,0,0,0,0,0
75,Greater than 45,Male,Caucasian,2,1,M,0,0,0,0,0
39,25 - 45,Female,African-American,1,1,F,0,0,0,0,0
38,25 - 45,Female,African-American,0,1,F,0,0,0,4,0
19,Less than 25,Male,African-American,1,1,F,1,0,1,1,1
28,25 - 45,Male,Caucasian,0,1,F,1,0,1,1,0
53,Greater than 45,Male,African-American,2,1,F,0,0,0,0,0
25,25 - 45,Male,African-American,1,1,F,1,0,1,28,0
53,Greater than 45,Male,Caucasian,1,1,M,0,0,0,0,0
53,Greater than 45,Male,African-American,4,1,F,0,0,0,0,1
23,Less than 25,Male,African-American,2,1,F,0,0,0,76,1
55,Greater than 45,Male,Caucasian,33,1,F,1,0,1,242,1
64,Greater than 45,Female,Caucasian,1,1,F,0,0,0,1,0
23,Less than 25,Male,African-American,1,1,M,1,0,1,27,1
38,25 - 45,Male,Hispanic,1,1,M,0,0,0,0,0
23,Less than 25,Male,African-American,4,1,F,1,0,1,0,1
41,25 - 45,Female,Hispanic,0,0,F,0,0,0,0,0
53,Greater than 45,Male,Other,0,0,M,0,0,0,0,0
34,25 - 45,Male,African-American,0,1,F,0,0,0,2,0
24,Less than 25,Male,Hispanic,0,1,F,1,0,1,1,0
26,25 - 45,Male,African-American,1,1,M,0,0,0,32,0
44,25 - 45,Male,Caucasian,4,1,F,0,0,0,1,0
27,25 - 45,Female,Caucasian,0,0,F,0,0,0,5,0
28,25 - 45,Male,Caucasian,14,1,F,0,0,0,0,1
55,Greater than 45,Male,Caucasian,1,1,M,0,0,0,1,0
22,Less than 25,Female,African-American,2,60,F,0,0,0,59,0
36,25 - 45,Male,African-American,15,1,F,0,0,0,1,0
29,25 - 45,Male,African-American,6,236,F,1,0,1,1,1
23,Less than 25,Male,African-American,1,1,F,0,0,0,1,0
56,Greater than 45,Male,African-American,1,0,M,0,0,0,0,0
27,25 - 45,Male,Caucasian,2,1,F,1,0,1,0,0
37,25 - 45,Male,Caucasian,1,1,M,0,0,0,1,0
32,25 - 45,Male,African-American,1,1,F,1,0,1,1,1
41,25 - 45,Male,African-American,18,1,M,1,0,1,33,1
22,Less than 25,Male,African-American,1,1,F,1,0,1,1,0
37,25 - 45,Male,Caucasian,1,1,F,1,0,1,0,0
45,Greater than 45,Male,African-American,3,0,M,0,0,0,1,0
31,25 - 45,Female,African-American,14,1,F,0,0,0,1,1
42,25 - 45,Male,African-American,7,1,F,1,1,1,1,0
26,25 - 45,Male,African-American,20,1,F,1,0,1,29,1
33,25 - 45,Male,Caucasian,0,0,F,1,0,1,0,1
22,Less than 25,Male,Caucasian,0,0,M,1,0,1,0,0
32,25 - 45,Male,Caucasian,2,61,F,1,0,1,28,0
36,25 - 45,Female,African-American,1,0,M,0,0,0,1,0
54,Greater than 45,Male,Caucasian,0,0,M,0,0,0,0,0
25,25 - 45,Male,African-American,5,1,F,1,0,1,155,1
24,Less than 25,Male,Caucasian,3,1,F,1,0,1,39,0
23,Less than 25,Male,Hispanic,0,1,M,0,0,0,1,1
61,Greater than 45,Male,Caucasian,0,0,M,0,0,0,0,0
42,25 - 45,Female,Caucasian,0,1,M,0,0,0,0,0
28,25 - 45,Male,Caucasian,1,0,M,1,0,1,1,0
27,25 - 45,Male,African-American,1,1,M,0,0,0,2,0
24,Less than 25,Male,Caucasian,2,18,M,0,0,0,15,0
33,25 - 45,Male,African-American,14,59,F,0,0,0,0,0
32,25 - 45,Male,African-American,16,1,F,1,0,1,0,1
38,25 - 45,Male,Caucasian,0,7,F,0,0,0,7,0
21,Less than 25,Male,Caucasian,1,1,M,1,0,0,0,0
27,25 - 45,Male,African-American,1,1,F,1,0,1,168,1
39,25 - 45,Male,Caucasian,0,1,F,0,0,0,1,0
29,25 - 45,Male,Caucasian,0,1,F,0,0,0,1,0
29,25 - 45,Male,Caucasian,1,2,F,0,0,0,0,0
65,Greater than 45,Male,Caucasian,6,61,F,0,0,0,54,0
36,25 - 45,Male,Caucasian,1,23,F,1,0,1,2,0
46,Greater than 45,Male,African-American,0,0,F,1,0,1,0,1
44,25 - 45,Male,African-American,7,1,F,1,0,0,24,0
27,25 - 45,Male,African-American,0,1,M,0,0,0,1,0
27,25 - 45,Male,African-American,8,1,F,1,1,1,49,1
